player,shot_type,location,defender_distance,time_remaining,score_diff,shot_success
Player A,LAYUP,top of key,2.63,24,-6,True
Player C,MIDRANGE,right wing,2.48,2,-1,False
Player B,3PT,paint,2.8,22,-1,True
Player B,LAYUP,top of key,1.14,6,5,True
Player A,LAYUP,right wing,0.67,2,-2,True
Player B,LAYUP,top of key,3.91,18,-3,True
Player B,LAYUP,top of key,1.25,12,3,True
Player A,MIDRANGE,right wing,0.52,15,1,True
Player A,MIDRANGE,left wing,2.24,19,8,True
Player B,LAYUP,left wing,1.27,20,2,True
Player C,LAYUP,right wing,0.56,1,-5,True
Player C,MIDRANGE,paint,1.51,11,3,True
Player B,LAYUP,left wing,1.63,5,-10,False
Player A,LAYUP,top of key,3.89,15,-1,True
Player B,LAYUP,top of key,2.98,8,-7,True
Player A,LAYUP,right wing,2.89,17,-10,False
Player A,3PT,top of key,1.91,3,9,False
Player C,MIDRANGE,right wing,3.23,17,-10,False
Player C,LAYUP,top of key,2.61,16,3,True
Player A,MIDRANGE,left wing,0.84,14,10,False
Player C,MIDRANGE,paint,0.53,3,-1,False
Player B,LAYUP,left wing,3.82,13,-1,True
Player A,MIDRANGE,left wing,1.69,22,-9,False
Player A,3PT,left wing,2.62,18,8,False
Player A,LAYUP,right wing,2.42,19,7,False
Player A,LAYUP,right wing,1.33,12,4,True
Player B,LAYUP,right wing,1.41,19,-7,True
Player C,MIDRANGE,left wing,2.15,16,1,True
Player A,LAYUP,paint,1.63,17,1,True
Player C,MIDRANGE,paint,3.59,3,9,True
Player B,MIDRANGE,right wing,1.16,21,0,False
Player A,LAYUP,right wing,0.94,20,-7,True
Player B,3PT,top of key,2.37,6,5,False
Player B,3PT,paint,1.14,20,6,False
Player B,MIDRANGE,paint,1.38,22,-6,False
Player A,MIDRANGE,top of key,3.75,12,3,False
Player B,MIDRANGE,paint,3.45,12,-1,True
Player A,LAYUP,paint,1.78,8,-4,True
Player A,3PT,left wing,3.38,24,4,False
Player C,LAYUP,paint,2.24,13,-10,True
Player C,MIDRANGE,left wing,3.34,12,7,False
Player B,MIDRANGE,top of key,1.12,1,-10,False
Player C,3PT,paint,0.72,4,-3,False
Player C,LAYUP,paint,3.43,4,-6,False
Player B,MIDRANGE,paint,3.16,22,-8,True
Player C,MIDRANGE,paint,2.77,20,-3,True
Player B,3PT,top of key,2.4,19,-8,False
Player C,LAYUP,top of key,1.85,13,4,True
Player B,MIDRANGE,top of key,1.86,11,-5,True
Player C,MIDRANGE,top of key,2.72,6,3,True
Player C,LAYUP,left wing,3.53,7,4,False
Player C,LAYUP,left wing,3.22,12,-10,True
Player B,3PT,right wing,3.74,18,-4,False
Player B,3PT,top of key,2.38,8,-9,False
Player A,LAYUP,left wing,3.32,2,-2,False
Player B,MIDRANGE,paint,2.09,9,5,False
Player B,MIDRANGE,top of key,1.35,22,-10,True
Player C,3PT,left wing,1.25,11,4,False
Player C,LAYUP,top of key,0.81,8,0,False
Player B,MIDRANGE,right wing,2.71,17,6,True
Player B,LAYUP,paint,3.87,6,8,True
Player B,LAYUP,paint,3.13,10,7,True
Player C,LAYUP,left wing,1.34,24,-7,True
Player B,LAYUP,paint,2.74,13,10,True
Player A,3PT,paint,1.25,18,-3,True
Player C,3PT,paint,3.73,20,-5,False
Player A,MIDRANGE,top of key,3.04,2,3,False
Player B,3PT,top of key,1.93,16,-4,False
Player A,3PT,left wing,3.53,3,9,False
Player B,LAYUP,left wing,1.86,23,-10,False
Player B,3PT,right wing,2.02,24,-4,True
Player A,LAYUP,paint,2.15,4,4,False
Player C,LAYUP,right wing,1.74,21,3,True
Player B,3PT,right wing,2.83,12,4,True
Player B,MIDRANGE,right wing,3.31,17,0,True
Player B,MIDRANGE,paint,1.91,2,0,False
Player C,MIDRANGE,right wing,0.68,14,4,True
Player B,3PT,right wing,1.57,12,8,True
Player B,MIDRANGE,right wing,3.79,15,4,True
Player C,3PT,right wing,2.64,7,8,False
Player B,MIDRANGE,paint,2.47,9,-5,False
Player C,LAYUP,paint,0.7,21,-6,False
Player C,MIDRANGE,top of key,0.7,19,3,True
Player C,3PT,left wing,2.2,5,-8,False
Player A,MIDRANGE,right wing,2.55,21,7,False
Player B,MIDRANGE,top of key,0.56,4,7,False
Player C,LAYUP,right wing,3.45,2,5,True
Player B,LAYUP,right wing,3.88,22,-10,False
Player A,LAYUP,right wing,2.78,6,-10,False
Player C,LAYUP,right wing,2.61,4,3,True
Player C,3PT,top of key,1.01,17,1,True
Player B,3PT,paint,0.64,9,0,False
Player B,MIDRANGE,top of key,1.54,13,10,False
Player C,3PT,right wing,3.76,11,10,True
Player C,LAYUP,left wing,3.77,13,-10,True
Player C,LAYUP,top of key,1.41,24,-2,True
Player B,LAYUP,top of key,2.12,8,-6,True
Player C,MIDRANGE,left wing,2.63,16,4,False
Player A,LAYUP,top of key,1.01,16,-2,True
Player C,3PT,left wing,1.18,24,-7,False
Player C,3PT,right wing,3.3,24,-6,True
Player B,LAYUP,top of key,1.85,5,8,False
Player B,LAYUP,top of key,3.49,9,-5,True
Player C,LAYUP,paint,1.13,13,7,True
Player B,MIDRANGE,top of key,2.03,19,0,False
Player B,3PT,left wing,2.24,22,-3,False
Player C,LAYUP,paint,2.9,13,3,True
Player C,MIDRANGE,paint,2.63,19,3,True
Player C,3PT,left wing,2.23,5,-10,False
Player C,LAYUP,paint,3.81,6,10,True
Player A,LAYUP,paint,0.94,13,-6,True
Player A,MIDRANGE,left wing,3.35,18,-8,True
Player B,LAYUP,paint,3.78,12,-2,True
Player A,MIDRANGE,top of key,2.46,16,-8,False
Player A,3PT,paint,3.95,9,3,False
Player A,LAYUP,right wing,0.56,13,-10,True
Player A,MIDRANGE,top of key,3.01,3,7,True
Player C,MIDRANGE,top of key,1.66,18,8,False
Player A,3PT,right wing,1.69,19,4,False
Player C,LAYUP,paint,0.89,2,9,False
Player C,LAYUP,right wing,1.21,22,-5,True
Player A,LAYUP,top of key,0.79,9,-10,True
Player A,3PT,paint,1.97,8,-1,True
Player C,LAYUP,paint,3.53,4,-5,True
Player C,MIDRANGE,paint,2.61,14,-3,False
Player B,3PT,left wing,2.93,17,-9,False
Player B,LAYUP,right wing,3.11,24,6,True
Player B,LAYUP,paint,2.71,3,2,True
Player B,LAYUP,paint,3.86,17,-7,True
Player B,LAYUP,left wing,2.61,17,-9,True
Player B,LAYUP,right wing,2.75,4,0,True
Player C,3PT,right wing,1.95,7,-9,True
Player B,LAYUP,top of key,0.89,4,-5,True
Player A,LAYUP,left wing,0.61,24,2,True
Player B,3PT,paint,3.03,7,-5,False
Player C,LAYUP,left wing,3.52,7,0,True
Player A,LAYUP,right wing,2.88,2,4,True
Player C,3PT,paint,0.9,8,3,False
Player B,LAYUP,top of key,1.5,16,-5,True
Player B,MIDRANGE,right wing,1.23,18,-4,False
Player A,3PT,right wing,1.84,24,-6,False
Player B,MIDRANGE,left wing,2.51,24,2,False
Player A,LAYUP,right wing,1.57,3,-7,False
Player C,LAYUP,paint,3.27,3,-3,True
Player A,3PT,paint,3.71,7,10,False
Player B,MIDRANGE,right wing,2.97,24,10,False
Player B,LAYUP,left wing,1.89,19,0,False
Player A,LAYUP,paint,0.56,11,-9,True
Player C,MIDRANGE,left wing,1.7,14,6,True
Player C,MIDRANGE,right wing,3.26,4,1,False
Player B,LAYUP,right wing,0.97,14,-6,True
Player C,MIDRANGE,left wing,2.95,13,0,True
Player B,MIDRANGE,right wing,1.17,11,0,False
Player B,MIDRANGE,paint,0.77,9,-4,True
Player B,3PT,paint,0.97,7,1,False
Player B,3PT,left wing,1.86,4,7,True
Player B,3PT,top of key,1.17,20,-10,True
Player B,MIDRANGE,left wing,3.03,20,7,False
Player C,3PT,top of key,3.19,24,1,False
Player B,MIDRANGE,paint,2.54,19,10,False
Player C,3PT,left wing,3.35,21,-6,True
Player B,3PT,top of key,3.44,8,10,False
Player B,3PT,right wing,1.9,7,5,False
Player C,LAYUP,top of key,3.91,14,-1,True
Player C,3PT,top of key,2.16,10,-10,False
Player C,LAYUP,left wing,2.61,22,0,False
Player B,MIDRANGE,right wing,0.77,12,-9,True
Player C,3PT,right wing,3.17,9,-3,True
Player A,MIDRANGE,paint,2.78,24,4,True
Player A,LAYUP,paint,2.88,15,-2,True
Player B,3PT,left wing,0.93,8,10,False
Player C,MIDRANGE,left wing,1.3,7,-3,False
Player B,3PT,right wing,1.34,14,5,False
Player C,LAYUP,left wing,1.72,12,-1,True
Player C,MIDRANGE,right wing,3.09,17,10,False
Player A,LAYUP,left wing,3.95,3,-4,False
Player C,MIDRANGE,left wing,2.81,22,-10,False
Player A,LAYUP,paint,0.9,5,1,False
Player A,3PT,top of key,3.72,9,2,False
Player B,MIDRANGE,paint,2.43,10,6,True
Player A,3PT,left wing,1.37,9,-10,False
Player A,LAYUP,right wing,2.92,10,-2,False
Player A,LAYUP,left wing,2.0,6,-5,False
Player C,LAYUP,left wing,3.22,22,-4,False
Player C,3PT,left wing,2.96,19,8,True
Player A,3PT,left wing,1.72,9,2,True
Player B,MIDRANGE,left wing,1.24,6,-1,False
Player C,LAYUP,right wing,2.69,22,-4,False
Player A,LAYUP,paint,3.0,17,4,True
Player A,LAYUP,paint,2.05,24,0,True
Player A,LAYUP,left wing,2.95,9,6,False
Player A,MIDRANGE,paint,1.49,12,-1,True
Player B,LAYUP,left wing,2.63,4,1,False
Player A,3PT,top of key,1.82,1,1,False
Player A,LAYUP,top of key,2.45,15,7,False
Player C,LAYUP,right wing,3.07,17,1,True
Player B,MIDRANGE,right wing,2.43,2,-1,False
Player C,3PT,left wing,2.1,18,-5,False
Player B,3PT,paint,3.97,7,-3,False
Player A,3PT,paint,0.61,7,6,False
Player C,MIDRANGE,top of key,1.16,3,10,False
Player A,MIDRANGE,right wing,3.84,15,3,False
Player C,LAYUP,left wing,3.59,11,-10,True
Player C,LAYUP,top of key,1.86,19,-2,False
Player C,LAYUP,paint,3.87,24,-6,True
Player C,LAYUP,right wing,2.55,22,0,False
Player B,MIDRANGE,left wing,3.82,15,6,False
Player C,MIDRANGE,top of key,3.36,11,-3,True
Player B,LAYUP,right wing,1.47,9,-6,False
Player A,MIDRANGE,top of key,0.81,6,-8,False
Player B,MIDRANGE,right wing,3.91,1,10,False
Player B,LAYUP,top of key,1.83,19,-10,False
Player C,LAYUP,top of key,1.54,21,-1,False
Player A,LAYUP,paint,3.43,6,-10,False
Player C,LAYUP,right wing,1.28,19,-1,True
Player C,MIDRANGE,paint,2.15,1,-2,False
Player C,3PT,top of key,2.69,16,4,False
Player C,MIDRANGE,top of key,1.13,6,6,True
Player C,3PT,right wing,1.18,12,10,False
Player A,MIDRANGE,paint,0.99,7,-4,False
Player A,3PT,top of key,2.49,3,3,True
Player A,MIDRANGE,left wing,2.32,15,-5,True
Player B,LAYUP,paint,3.38,10,0,True
Player A,LAYUP,paint,3.05,5,5,False
Player C,LAYUP,paint,3.64,2,-8,True
Player C,MIDRANGE,top of key,1.5,21,-8,False
Player A,MIDRANGE,paint,0.57,6,10,True
Player A,LAYUP,right wing,3.6,9,0,True
Player C,LAYUP,paint,3.93,17,-10,True
Player C,3PT,top of key,2.73,19,10,False
Player B,MIDRANGE,top of key,2.82,2,5,True
Player A,3PT,right wing,3.07,6,5,False
Player A,3PT,left wing,1.61,18,-2,False
Player B,LAYUP,left wing,0.69,21,-7,True
Player A,3PT,right wing,2.67,16,-4,False
Player B,LAYUP,top of key,1.95,2,4,True
Player C,LAYUP,top of key,3.01,15,2,False
Player B,LAYUP,top of key,1.97,22,-5,True
Player B,MIDRANGE,left wing,3.08,6,-7,False
Player B,MIDRANGE,paint,2.56,8,5,True
Player B,MIDRANGE,paint,1.0,1,-10,False
Player B,MIDRANGE,top of key,1.18,15,-3,True
Player A,MIDRANGE,top of key,2.25,5,10,True
Player B,3PT,right wing,1.94,20,2,False
Player A,MIDRANGE,paint,3.05,19,6,True
Player A,LAYUP,paint,3.97,11,-2,True
Player A,3PT,left wing,1.69,2,10,False
Player A,LAYUP,top of key,2.2,14,-4,False
Player C,LAYUP,paint,0.89,11,-4,False
Player A,3PT,paint,3.47,15,-3,True
Player C,LAYUP,left wing,2.78,8,9,True
Player C,LAYUP,left wing,3.86,6,0,False
Player B,3PT,right wing,1.28,6,-1,False
Player B,LAYUP,top of key,1.92,22,-3,True
Player B,3PT,left wing,3.83,17,2,True
Player B,3PT,top of key,3.49,23,8,True
Player C,3PT,right wing,0.79,12,8,False
Player C,LAYUP,paint,3.82,18,-2,True
Player B,MIDRANGE,right wing,1.44,14,5,False
Player B,3PT,paint,2.0,1,-6,True
Player B,MIDRANGE,paint,2.74,6,10,False
Player C,3PT,paint,2.16,11,-7,False
Player B,3PT,top of key,3.88,5,5,True
Player B,3PT,right wing,1.11,6,8,False
Player C,3PT,paint,2.61,18,2,False
Player B,LAYUP,right wing,1.36,6,-5,True
Player C,LAYUP,top of key,3.67,13,10,True
Player B,3PT,paint,2.12,10,4,False
Player C,LAYUP,right wing,0.83,11,7,True
Player C,LAYUP,right wing,1.36,15,8,False
Player B,MIDRANGE,left wing,2.03,18,-6,False
Player A,3PT,right wing,0.53,20,2,False
Player B,3PT,left wing,3.29,8,10,False
Player A,MIDRANGE,top of key,2.03,16,10,True
Player A,3PT,paint,2.92,4,7,False
Player C,LAYUP,paint,2.42,8,0,True
Player B,3PT,right wing,0.96,13,-1,False
Player C,LAYUP,paint,2.82,5,4,True
Player A,LAYUP,right wing,3.21,21,9,True
Player B,3PT,paint,1.0,18,0,False
Player C,MIDRANGE,right wing,0.89,15,6,False
Player C,3PT,right wing,3.24,13,0,False
Player A,MIDRANGE,left wing,1.52,8,0,True
Player C,MIDRANGE,right wing,3.04,2,-6,True
Player C,LAYUP,left wing,2.86,5,-4,False
Player B,LAYUP,left wing,2.59,18,-3,True
Player B,MIDRANGE,left wing,2.07,9,6,True
Player C,LAYUP,top of key,1.87,1,4,True
Player A,LAYUP,paint,3.02,1,8,True
Player C,LAYUP,left wing,3.37,24,-9,True
Player A,MIDRANGE,left wing,2.33,11,2,False
Player B,3PT,paint,1.62,16,7,False
Player A,3PT,paint,3.24,9,-10,True
Player C,MIDRANGE,paint,3.87,8,8,True
Player C,LAYUP,top of key,3.63,15,-9,True
Player A,3PT,top of key,1.35,17,6,True
Player C,MIDRANGE,left wing,3.36,9,-2,False
Player A,LAYUP,top of key,2.32,13,-1,False
Player C,MIDRANGE,left wing,3.0,16,7,True
Player A,LAYUP,top of key,0.7,2,-4,True
Player A,3PT,right wing,1.22,9,1,False
Player A,3PT,left wing,3.81,20,-6,False
Player A,3PT,right wing,0.91,9,-2,False
Player B,MIDRANGE,right wing,3.46,7,-4,False
Player B,MIDRANGE,left wing,2.06,24,-10,False
Player C,LAYUP,left wing,0.51,1,-5,False
Player B,LAYUP,paint,3.49,19,10,False
Player B,3PT,paint,3.89,22,4,False
Player B,MIDRANGE,right wing,2.21,17,-9,False
Player B,MIDRANGE,top of key,0.54,5,7,False
Player A,MIDRANGE,top of key,1.43,1,7,True
Player C,LAYUP,left wing,1.32,24,2,True
Player A,MIDRANGE,right wing,3.16,9,4,False
Player B,3PT,paint,2.17,4,9,True
Player B,3PT,left wing,3.07,13,-8,True
Player A,LAYUP,left wing,3.85,21,-4,True
Player C,3PT,paint,2.67,6,2,True
Player A,MIDRANGE,paint,2.23,17,-3,False
Player A,LAYUP,right wing,1.53,12,-5,False
Player C,3PT,paint,2.16,21,-1,True
Player B,MIDRANGE,paint,1.3,15,-9,False
Player C,MIDRANGE,left wing,1.19,21,0,False
Player B,3PT,paint,2.64,5,10,False
Player B,3PT,paint,3.97,7,-1,False
Player C,3PT,paint,0.82,10,1,False
Player C,MIDRANGE,right wing,1.68,1,-5,True
Player B,MIDRANGE,right wing,2.97,24,6,False
Player B,MIDRANGE,top of key,2.72,23,9,False
Player B,3PT,paint,0.83,24,8,False
Player C,3PT,left wing,2.53,18,-1,True
Player A,3PT,top of key,1.52,6,10,True
Player B,MIDRANGE,top of key,0.89,22,-10,False
Player C,3PT,left wing,1.39,5,-1,False
Player B,LAYUP,left wing,3.72,15,2,True
Player C,MIDRANGE,paint,2.41,6,9,False
Player B,3PT,top of key,2.69,3,6,False
Player A,MIDRANGE,right wing,0.74,15,9,False
Player A,3PT,left wing,1.55,10,7,True
Player C,3PT,paint,2.14,5,10,True
Player A,MIDRANGE,paint,1.91,20,4,True
Player C,MIDRANGE,paint,3.92,7,-10,False
Player C,MIDRANGE,paint,0.87,15,1,False
Player B,3PT,left wing,2.88,3,-2,True
Player C,3PT,left wing,1.66,13,-2,False
Player A,LAYUP,right wing,2.35,23,-8,False
Player C,3PT,top of key,1.81,15,7,False
Player A,3PT,paint,3.44,21,-10,False
Player B,3PT,left wing,1.0,15,-2,False
Player C,LAYUP,top of key,2.59,19,3,True
Player B,MIDRANGE,top of key,3.89,4,-8,False
Player B,MIDRANGE,top of key,2.77,19,7,True
Player B,MIDRANGE,top of key,2.67,6,-3,False
Player B,3PT,right wing,1.38,17,-2,False
Player A,3PT,right wing,3.89,22,1,False
Player C,MIDRANGE,right wing,2.3,7,7,True
Player A,LAYUP,paint,1.76,2,-1,True
Player A,LAYUP,paint,1.75,3,9,True
Player A,LAYUP,left wing,3.49,17,6,True
Player C,3PT,left wing,2.44,3,-9,False
Player B,LAYUP,left wing,0.69,6,-8,True
Player C,MIDRANGE,right wing,1.76,14,0,True
Player B,LAYUP,top of key,1.92,18,-7,True
Player B,LAYUP,right wing,1.15,8,-9,False
Player A,3PT,paint,1.07,11,-6,False
Player C,LAYUP,paint,0.89,24,-5,True
Player A,MIDRANGE,left wing,1.22,10,-4,False
Player B,MIDRANGE,top of key,1.13,5,9,False
Player A,LAYUP,left wing,3.54,13,3,True
Player C,3PT,top of key,1.6,1,9,False
Player B,LAYUP,top of key,3.64,16,-9,True
Player B,LAYUP,top of key,3.26,5,-2,True
Player C,3PT,left wing,1.99,15,10,True
Player B,MIDRANGE,left wing,3.36,3,7,True
Player B,3PT,right wing,1.7,15,-1,True
Player B,3PT,paint,2.1,1,6,False
Player C,3PT,left wing,3.67,23,5,False
Player A,3PT,top of key,1.56,19,3,False
Player A,MIDRANGE,top of key,3.69,14,-4,False
Player C,MIDRANGE,top of key,3.5,7,-3,True
Player C,3PT,left wing,3.66,7,5,True
Player C,3PT,paint,1.42,24,1,True
Player C,LAYUP,paint,1.14,9,-8,False
Player C,LAYUP,right wing,1.03,16,6,False
Player C,MIDRANGE,paint,3.61,24,-7,True
Player B,3PT,top of key,0.86,14,-10,False
Player A,MIDRANGE,left wing,3.62,3,-7,False
Player A,3PT,top of key,1.3,12,9,True
Player C,3PT,paint,3.86,12,-9,False
Player A,LAYUP,right wing,1.83,22,-8,True
Player A,MIDRANGE,top of key,1.58,4,3,False
Player C,LAYUP,right wing,2.5,19,-1,True
Player B,MIDRANGE,top of key,3.5,13,7,False
Player A,MIDRANGE,top of key,1.89,15,-7,True
Player B,3PT,paint,2.19,14,7,True
Player B,MIDRANGE,paint,1.96,1,-4,True
Player B,3PT,left wing,3.83,15,7,False
Player B,3PT,paint,1.05,23,6,False
Player C,LAYUP,paint,3.48,2,-10,False
Player B,LAYUP,paint,2.79,15,-1,True
Player A,MIDRANGE,right wing,1.13,8,-10,True
Player A,3PT,left wing,0.55,11,-5,True
Player A,LAYUP,top of key,0.62,23,8,True
Player B,3PT,top of key,0.64,19,-2,False
Player B,3PT,right wing,1.87,11,9,False
Player A,3PT,right wing,3.44,22,-2,False
Player C,LAYUP,right wing,2.26,18,5,True
Player B,MIDRANGE,left wing,2.81,23,-8,True
Player A,LAYUP,paint,0.8,22,-1,True
Player A,MIDRANGE,top of key,1.2,5,-3,False
Player A,3PT,paint,3.37,8,9,False
Player A,3PT,paint,3.19,21,-3,True
Player A,MIDRANGE,right wing,3.23,19,8,False
Player C,3PT,paint,1.5,1,8,False
Player C,MIDRANGE,right wing,1.99,19,-1,False
Player A,3PT,left wing,0.65,6,6,True
Player B,LAYUP,right wing,3.37,15,-8,False
Player C,3PT,paint,2.6,4,-7,False
Player A,3PT,top of key,2.07,8,3,False
Player C,MIDRANGE,paint,1.48,2,-8,False
Player C,MIDRANGE,paint,1.07,3,-3,False
Player C,3PT,top of key,2.55,20,-3,True
Player B,3PT,top of key,2.38,24,-1,False
Player A,3PT,top of key,2.55,24,-8,False
Player A,MIDRANGE,paint,3.05,20,1,True
Player A,LAYUP,top of key,1.38,17,-2,True
Player B,MIDRANGE,paint,3.9,21,-6,False
Player C,3PT,paint,1.05,7,-3,False
Player C,LAYUP,right wing,1.83,19,9,True
Player C,LAYUP,left wing,3.12,5,9,True
Player B,LAYUP,left wing,2.35,4,-10,False
Player C,MIDRANGE,right wing,2.19,14,-4,False
Player C,LAYUP,paint,3.01,12,-3,False
Player C,MIDRANGE,paint,3.78,6,-7,False
Player B,3PT,paint,1.01,13,1,False
Player B,MIDRANGE,left wing,2.71,15,-4,False
Player A,3PT,right wing,2.84,24,8,True
Player A,MIDRANGE,right wing,1.53,24,-8,True
Player C,LAYUP,left wing,3.18,17,0,True
Player C,LAYUP,paint,0.78,9,0,True
Player A,3PT,right wing,1.77,20,-4,False
Player A,MIDRANGE,left wing,1.65,15,-5,True
Player B,3PT,top of key,3.04,23,-3,False
Player A,MIDRANGE,left wing,2.74,18,-4,True
Player C,3PT,right wing,0.82,10,2,False
Player C,LAYUP,right wing,3.8,6,0,True
Player B,MIDRANGE,left wing,3.24,2,0,False
Player B,LAYUP,paint,2.88,1,-1,False
Player B,LAYUP,top of key,3.41,14,10,True
Player A,LAYUP,top of key,1.08,21,4,False
Player A,MIDRANGE,paint,2.2,7,-6,True
Player C,3PT,left wing,2.99,12,-2,False
Player C,3PT,right wing,3.96,8,-4,True
Player A,LAYUP,left wing,2.67,8,9,False
Player A,LAYUP,top of key,3.7,12,2,False
Player B,3PT,top of key,2.84,1,-8,False
Player C,3PT,paint,1.45,19,-9,False
Player A,MIDRANGE,right wing,2.96,18,1,False
Player C,MIDRANGE,right wing,1.76,14,-1,False
Player A,LAYUP,top of key,2.17,10,-7,True
Player C,3PT,left wing,2.87,13,-8,False
Player C,3PT,right wing,3.24,22,-9,True
Player C,MIDRANGE,paint,2.58,13,-6,True
Player A,MIDRANGE,right wing,3.94,16,-6,True
Player B,MIDRANGE,top of key,1.98,10,0,True
Player A,3PT,right wing,3.33,2,-2,True
Player C,LAYUP,left wing,1.2,13,9,True
Player C,MIDRANGE,left wing,3.09,20,-2,True
Player B,MIDRANGE,left wing,2.75,1,-1,False
Player B,LAYUP,paint,2.0,3,-7,True
Player C,LAYUP,top of key,3.15,3,-10,False
Player C,LAYUP,right wing,3.13,9,-3,True
Player C,MIDRANGE,left wing,2.52,1,10,False
Player C,3PT,paint,3.55,24,8,True
Player B,MIDRANGE,right wing,1.75,13,8,True
Player B,LAYUP,right wing,3.74,24,5,True
Player A,MIDRANGE,paint,2.01,8,7,False
Player C,MIDRANGE,right wing,3.7,17,-6,False
Player B,3PT,right wing,3.31,19,0,False
Player C,LAYUP,left wing,2.54,17,10,False
Player A,LAYUP,left wing,1.76,14,5,True
Player A,MIDRANGE,left wing,0.9,8,3,False
Player A,MIDRANGE,left wing,3.67,10,4,False
Player C,MIDRANGE,right wing,2.08,21,5,True
Player C,3PT,right wing,3.53,14,6,False
Player A,MIDRANGE,left wing,1.95,3,5,True
Player A,3PT,paint,2.33,19,-4,False
Player B,LAYUP,right wing,0.55,5,6,False
Player C,LAYUP,right wing,2.73,6,-9,True
Player B,LAYUP,top of key,2.1,10,9,True
Player A,LAYUP,left wing,3.05,14,3,False
Player A,MIDRANGE,paint,1.87,9,4,False
Player B,LAYUP,paint,0.68,4,4,True
Player B,LAYUP,left wing,3.05,5,-6,False
Player C,MIDRANGE,left wing,3.68,3,-8,True
Player B,3PT,top of key,0.84,1,10,False
Player B,LAYUP,top of key,1.49,14,-8,False
Player A,LAYUP,left wing,3.3,8,1,False
Player B,MIDRANGE,paint,1.82,24,-7,False
Player B,3PT,paint,3.11,2,-6,False
Player B,3PT,top of key,0.93,14,-4,False
Player B,3PT,right wing,3.89,5,-2,True
Player B,MIDRANGE,right wing,1.9,22,10,True
Player C,3PT,paint,3.59,13,8,False
Player C,MIDRANGE,top of key,1.96,4,2,False
Player A,3PT,left wing,2.02,16,-4,False
Player B,3PT,paint,2.45,11,-3,False
Player C,MIDRANGE,left wing,3.49,24,10,False
Player B,MIDRANGE,right wing,3.17,17,0,False
Player A,MIDRANGE,paint,1.7,17,3,False
Player B,LAYUP,right wing,1.3,20,-5,False
Player C,LAYUP,left wing,3.19,8,-2,True
Player A,MIDRANGE,paint,2.2,8,2,False
Player B,3PT,left wing,2.01,22,6,True
Player C,MIDRANGE,right wing,2.42,2,5,False
Player C,MIDRANGE,top of key,0.54,4,-6,True
Player A,LAYUP,paint,1.27,9,4,False
Player C,MIDRANGE,left wing,0.8,18,1,False
Player A,LAYUP,top of key,1.27,4,8,True
Player B,3PT,right wing,2.54,14,-7,False
Player C,LAYUP,paint,1.02,21,-5,True
Player B,3PT,right wing,3.32,13,4,False
Player B,MIDRANGE,left wing,3.83,24,-10,True
Player B,LAYUP,top of key,2.86,16,9,True
Player C,MIDRANGE,top of key,2.49,23,-9,False
Player A,MIDRANGE,paint,3.15,10,-10,True
Player C,3PT,left wing,2.01,8,10,False
Player C,LAYUP,paint,3.97,11,9,True
Player B,MIDRANGE,left wing,1.21,16,-9,False
Player C,3PT,right wing,2.99,23,-8,False
Player A,3PT,top of key,2.83,12,6,False
Player B,3PT,paint,1.22,18,-10,True
Player A,3PT,paint,1.71,17,-7,False
Player C,MIDRANGE,paint,2.75,1,6,False
Player C,MIDRANGE,paint,1.45,22,-6,False
Player B,3PT,top of key,3.24,12,6,False
Player C,MIDRANGE,left wing,3.32,7,10,True
Player B,MIDRANGE,left wing,1.18,8,-8,False
